municipality,owner,quarter,cases_closed,slaBreachRate,repeatComplaintRate,escalationRate,avgResolutionDays,openComplaintLoad,nextBreachRate,nextQuarter,failed
1,3273854,2011Q4,35,0.4,0.05714285714285714,0.02857142857142857,56.61321263227513,32,0.4090909090909091,2012Q1,0
1,3273854,2012Q1,44,0.4090909090909091,0.022727272727272728,0.022727272727272728,62.95454598063973,36,0.4,2012Q2,0
1,3273854,2012Q2,45,0.4,0.044444444444444446,0.06666666666666667,72.10186342592593,18,0.56,2012Q3,0
1,3273854,2012Q3,25,0.56,0.0,0.04,67.64451203703703,21,0.3333333333333333,2012Q4,0
1,3273854,2012Q4,30,0.3333333333333333,0.0,0.0,55.36963580246913,20,0.5,2013Q1,0
1,3273854,2013Q1,16,0.5,0.0,0.0,69.12326099537037,25,0.4642857142857143,2013Q2,0
1,3273854,2013Q2,28,0.4642857142857143,0.03571428571428571,0.0,93.21143063822751,14,0.4375,2013Q3,0
1,3273854,2013Q3,16,0.4375,0.0,0.0,79.37339626736112,14,0.7272727272727273,2013Q4,0
1,560872,2010Q4,7,0.0,0.0,0.0,10.842430555555556,10,0.5454545454545454,2011Q1,0
1,560872,2011Q1,11,0.5454545454545454,0.45454545454545453,0.0,48.336812920875424,8,0.2,2011Q2,0
1,560872,2011Q2,5,0.2,0.4,0.2,60.42214120370371,10,0.4166666666666667,2011Q3,0
1,560872,2011Q3,12,0.4166666666666667,0.3333333333333333,0.08333333333333333,116.37235628858025,12,0.5714285714285714,2011Q4,0
1,560872,2011Q4,14,0.5714285714285714,0.5714285714285714,0.07142857142857142,82.101072255291,9,0.5555555555555556,2012Q1,0
1,560872,2012Q1,9,0.5555555555555556,0.4444444444444444,0.0,68.7670396090535,14,0.35294117647058826,2012Q2,0
1,560872,2012Q2,17,0.35294117647058826,0.23529411764705882,0.058823529411764705,61.14996187363835,14,0.4444444444444444,2012Q3,0
1,560872,2012Q3,9,0.4444444444444444,0.2222222222222222,0.0,86.69420524691358,20,0.875,2012Q4,1
1,560872,2012Q4,8,0.875,0.75,0.125,118.37026186342592,18,0.6666666666666666,2013Q1,0
1,560872,2013Q1,6,0.6666666666666666,0.5,0.3333333333333333,237.57985146604938,20,0.8333333333333334,2013Q2,1
1,560872,2013Q2,12,0.8333333333333334,0.5,0.16666666666666666,170.10422357253086,17,0.9090909090909091,2013Q3,1
1,560872,2013Q3,11,0.9090909090909091,0.45454545454545453,0.18181818181818182,191.84460753367003,12,0.875,2013Q4,1
1,560872,2013Q4,8,0.875,0.875,0.0,106.82475405092592,12,0.7777777777777778,2014Q1,0
1,560872,2014Q3,14,0.9285714285714286,0.7142857142857143,0.2857142857142857,220.30048859126984,11,0.5,2014Q4,0
1,560872,2014Q4,12,0.5,0.25,0.0,60.39264660493827,19,0.17142857142857143,2015Q1,0
1,560881,2011Q1,17,0.8823529411764706,0.0,0.0,75.34558823529412,10,0.6363636363636364,2011Q2,0
1,560890,2011Q1,7,1.0,0.0,0.0,82.42261904761905,14,0.5333333333333333,2011Q2,0
1,560890,2013Q3,7,0.8571428571428571,0.0,0.7142857142857143,268.06965773809526,8,0.375,2013Q4,0
1,560912,2011Q1,5,1.0,0.2,0.0,69.79326851851852,3,0.4,2011Q2,0
1,560912,2011Q2,5,0.4,0.0,0.0,50.345560185185185,2,0.2,2011Q3,0
1,560912,2014Q4,17,0.5882352941176471,0.058823529411764705,0.17647058823529413,147.92326661220045,5,0.375,2015Q1,0
2,560458,2011Q1,12,0.8333333333333334,0.8333333333333334,0.25,105.17880787037036,42,0.7333333333333333,2011Q2,0
2,560458,2011Q2,15,0.7333333333333333,0.7333333333333333,0.0,105.97625848765432,48,0.75,2011Q3,0
2,560458,2011Q3,24,0.75,0.7916666666666666,0.125,151.56355565200616,39,0.8421052631578947,2011Q4,1
2,560458,2011Q4,19,0.8421052631578947,0.7894736842105263,0.3157894736842105,202.72961866471735,33,0.875,2012Q1,1
2,560458,2012Q1,16,0.875,0.75,0.25,193.1456691261574,27,0.6666666666666666,2012Q2,0
2,560458,2012Q2,6,0.6666666666666666,0.6666666666666666,0.3333333333333333,244.17499035493827,33,0.7333333333333333,2012Q3,0
2,560458,2012Q3,15,0.7333333333333333,1.0,0.26666666666666666,167.78030864197532,24,0.875,2012Q4,1
2,560458,2012Q4,8,0.875,1.0,0.75,320.71186197916666,19,1.0,2013Q1,1
2,560519,2012Q2,13,0.9230769230769231,0.8461538461538461,0.07692307692307693,123.15782318376068,16,0.7777777777777778,2012Q3,0
2,560519,2012Q3,9,0.7777777777777778,0.5555555555555556,0.0,122.24287937242798,16,0.875,2012Q4,1
2,560519,2012Q4,8,0.875,0.875,0.125,137.8452980324074,20,0.9090909090909091,2013Q1,1
2,560519,2013Q1,11,0.9090909090909091,0.9090909090909091,0.18181818181818182,117.33972748316499,24,0.8888888888888888,2013Q2,1
2,560519,2013Q2,9,0.8888888888888888,0.8888888888888888,0.1111111111111111,115.56384645061728,23,1.0,2013Q3,1
2,560519,2013Q3,14,1.0,0.8571428571428571,0.07142857142857142,164.0236970899471,16,1.0,2013Q4,1
2,560519,2013Q4,11,1.0,1.0,0.2727272727272727,177.8999137205387,14,1.0,2014Q1,1
2,560519,2014Q1,8,1.0,1.0,0.0,105.87710648148149,14,1.0,2014Q2,1
2,560519,2014Q2,10,1.0,1.0,0.0,94.5327175925926,14,1.0,2014Q3,1
2,560519,2014Q3,9,1.0,0.8888888888888888,0.1111111111111111,96.75836934156378,25,0.9473684210526315,2014Q4,1
2,560519,2014Q4,19,0.9473684210526315,1.0,0.2631578947368421,188.27946820175438,26,0.7777777777777778,2015Q1,0
2,560521,2014Q4,19,1.0,0.8421052631578947,0.0,302.1930793128655,23,0.6428571428571429,2015Q1,0
2,560530,2011Q1,5,0.6,1.0,0.4,87.04104398148148,21,0.5882352941176471,2011Q2,0
2,560530,2011Q2,17,0.5882352941176471,0.8235294117647058,0.058823529411764705,72.13494417211328,31,0.7222222222222222,2011Q3,0
2,560530,2011Q3,18,0.7222222222222222,0.9444444444444444,0.3333333333333333,130.96153034979423,23,1.0,2011Q4,1
2,560530,2011Q4,13,1.0,1.0,0.0,156.70568198005697,28,0.8260869565217391,2012Q1,0
2,560530,2012Q1,23,0.8260869565217391,1.0,0.17391304347826086,141.8490791062802,28,0.7586206896551724,2012Q2,0
2,560530,2012Q2,29,0.7586206896551724,0.7586206896551724,0.034482758620689655,102.4672956577267,17,0.5909090909090909,2012Q3,0
2,560530,2012Q3,22,0.5909090909090909,0.8181818181818182,0.045454545454545456,85.929077756734,6,0.2857142857142857,2012Q4,0
2,560530,2012Q4,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,67.42482804232803,21,0.5294117647058824,2013Q1,0
2,560530,2013Q1,17,0.5294117647058824,0.7647058823529411,0.23529411764705882,75.79745438453159,20,0.4375,2013Q2,0
2,560530,2013Q2,16,0.4375,0.75,0.125,65.5895580150463,20,0.4375,2013Q3,0
2,560530,2013Q3,16,0.4375,1.0,0.0625,94.68308015046296,19,0.6190476190476191,2013Q4,0
2,560530,2013Q4,21,0.6190476190476191,1.0,0.0,138.67312610229277,9,0.36363636363636365,2014Q1,0
2,560530,2014Q1,11,0.36363636363636365,1.0,0.18181818181818182,99.80504103535354,6,0.5,2014Q2,0
2,560532,2011Q2,10,0.5,0.6,0.0,69.0268587962963,26,0.6666666666666666,2011Q3,0
2,560532,2011Q3,6,0.6666666666666666,0.6666666666666666,0.0,78.04088155864197,35,0.7777777777777778,2011Q4,0
2,560532,2011Q4,18,0.7777777777777778,0.6111111111111112,0.2777777777777778,182.720345936214,41,0.8888888888888888,2012Q1,1
2,560532,2012Q1,27,0.8888888888888888,0.6666666666666666,0.14814814814814814,158.82339248971195,42,0.5,2012Q2,0
2,560532,2012Q2,22,0.5,0.6818181818181818,0.3181818181818182,110.97002262205388,30,0.7692307692307693,2012Q3,0
2,560532,2012Q3,13,0.7692307692307693,0.7692307692307693,0.38461538461538464,180.71667824074075,22,0.7142857142857143,2012Q4,0
2,560532,2012Q4,7,0.7142857142857143,0.7142857142857143,0.5714285714285714,192.26167493386245,22,0.875,2013Q1,1
2,560532,2013Q1,8,0.875,0.625,0.5,353.78269241898147,22,0.8333333333333334,2013Q2,1
2,560532,2013Q2,6,0.8333333333333334,0.5,0.3333333333333333,210.5548186728395,18,0.75,2013Q3,0
2,560532,2013Q3,8,0.75,0.875,0.75,291.483521412037,11,1.0,2013Q4,1
2,560532,2014Q4,18,0.7222222222222222,0.7222222222222222,0.16666666666666666,171.20542052469136,12,0.15384615384615385,2015Q1,0
3,2013365,2010Q4,9,0.1111111111111111,0.1111111111111111,0.0,36.738465792181074,17,0.5,2011Q1,0
3,2013365,2011Q1,16,0.5,0.0,0.0,57.599671585648146,17,0.36363636363636365,2011Q2,0
3,2013365,2011Q2,22,0.36363636363636365,0.0,0.0,55.58963068181818,13,0.4666666666666667,2011Q3,0
3,2013365,2011Q3,15,0.4666666666666667,0.0,0.13333333333333333,80.14266589506173,10,0.3076923076923077,2011Q4,0
3,2013365,2011Q4,13,0.3076923076923077,0.07692307692307693,0.0,64.00938835470086,14,0.36363636363636365,2012Q1,0
3,2013365,2012Q1,22,0.36363636363636365,0.0,0.09090909090909091,67.10538194444445,14,0.29411764705882354,2012Q2,0
3,2013365,2012Q2,17,0.29411764705882354,0.0,0.11764705882352941,64.34993804466231,16,0.7692307692307693,2012Q3,0
3,2013365,2012Q3,13,0.7692307692307693,0.0,0.3076923076923077,71.44436342592593,14,0.32,2012Q4,0
3,2013365,2012Q4,25,0.32,0.0,0.44,62.42151666666667,9,0.2,2013Q1,0
3,2013365,2013Q1,15,0.2,0.0,0.13333333333333333,39.91699228395062,13,0.35294117647058826,2013Q2,0
3,2013365,2013Q2,17,0.35294117647058826,0.0,0.29411764705882354,55.411575435729844,13,0.45454545454545453,2013Q3,0
3,2013365,2013Q3,11,0.45454545454545453,0.0,0.18181818181818182,53.5771191077441,12,0.46153846153846156,2013Q4,0
3,2013365,2013Q4,13,0.46153846153846156,0.0,0.23076923076923078,147.5466818019943,5,0.375,2014Q1,0
3,2013365,2014Q1,8,0.375,0.0,0.25,43.248794849537035,6,0.125,2014Q2,0
3,2013365,2014Q2,8,0.125,0.0,0.125,41.768174189814815,11,0.45454545454545453,2014Q3,0
3,2013365,2014Q3,11,0.45454545454545453,0.0,0.09090909090909091,55.71097853535354,11,0.4117647058823529,2014Q4,0
3,2013365,2014Q4,17,0.4117647058823529,0.0,0.29411764705882354,103.23317061546841,13,0.5333333333333333,2015Q1,0
3,3442724,2011Q3,5,0.4,0.0,0.0,127.90520601851851,7,0.5,2011Q4,0
3,3442724,2012Q2,7,0.7142857142857143,0.42857142857142855,0.42857142857142855,206.57774470899471,13,0.8,2012Q3,0
3,3442724,2012Q3,5,0.8,0.6,0.6,255.34915509259258,11,0.5714285714285714,2012Q4,0
3,3442724,2012Q4,7,0.5714285714285714,0.42857142857142855,0.5714285714285714,193.25153108465608,6,0.6666666666666666,2013Q1,0
3,5025869,2014Q4,5,1.0,0.0,0.8,244.90347916666664,6,0.8333333333333334,2015Q1,1
3,560454,2010Q4,8,0.0,0.0,0.0,26.32939525462963,19,0.5428571428571428,2011Q1,0
3,560454,2011Q1,35,0.5428571428571428,0.02857142857142857,0.08571428571428572,51.29192096560847,24,0.21428571428571427,2011Q2,0
3,560454,2011Q2,42,0.21428571428571427,0.0,0.047619047619047616,50.77144400352734,21,0.21621621621621623,2011Q3,0
3,560454,2011Q3,37,0.21621621621621623,0.0,0.08108108108108109,45.4007179054054,12,0.2,2011Q4,0
3,560454,2011Q4,25,0.2,0.0,0.12,55.46598657407408,12,0.125,2012Q1,0
3,560454,2012Q1,16,0.125,0.0,0.0,41.037177372685186,24,0.41935483870967744,2012Q2,0
3,560454,2012Q2,31,0.41935483870967744,0.03225806451612903,0.16129032258064516,69.6841565860215,15,0.5416666666666666,2012Q3,0
3,560454,2012Q3,24,0.5416666666666666,0.041666666666666664,0.16666666666666666,70.46815779320987,16,0.3076923076923077,2012Q4,0
3,560454,2012Q4,26,0.3076923076923077,0.0,0.19230769230769232,69.38730457621082,23,0.3,2013Q1,0
3,560454,2013Q1,30,0.3,0.0,0.13333333333333333,51.74580362654321,24,0.21212121212121213,2013Q2,0
3,560454,2013Q2,33,0.21212121212121213,0.06060606060606061,0.12121212121212122,51.363228465207634,18,0.34615384615384615,2013Q3,0
3,560454,2013Q3,26,0.34615384615384615,0.0,0.15384615384615385,83.45228587962963,16,0.4166666666666667,2013Q4,0
3,560454,2013Q4,24,0.4166666666666667,0.08333333333333333,0.2916666666666667,59.1713671875,20,0.2857142857142857,2014Q1,0
3,560454,2014Q1,21,0.2857142857142857,0.0,0.19047619047619047,51.35003527336861,15,0.1,2014Q2,0
3,560454,2014Q2,20,0.1,0.0,0.1,38.464538194444444,19,0.3076923076923077,2014Q3,0
3,560454,2014Q3,26,0.3076923076923077,0.0,0.11538461538461539,67.53159499643874,20,0.43478260869565216,2014Q4,0
3,560454,2014Q4,23,0.43478260869565216,0.043478260869565216,0.17391304347826086,110.31553743961352,22,0.5416666666666666,2015Q1,0
3,560673,2010Q4,9,0.0,0.0,0.0,9.491174125514403,2,0.14285714285714285,2011Q1,0
3,560673,2011Q1,7,0.14285714285714285,0.14285714285714285,0.0,27.3559623015873,0,0.0,2011Q2,0
3,560673,2011Q2,6,0.0,0.3333333333333333,0.0,12.995408950617284,1,0.07692307692307693,2011Q3,0
3,560673,2011Q3,13,0.07692307692307693,0.0,0.0,16.64238603988604,6,0.13333333333333333,2011Q4,0
3,560673,2011Q4,15,0.13333333333333333,0.13333333333333333,0.0,22.712944444444442,0,0.0,2012Q1,0
3,560673,2012Q1,9,0.0,0.0,0.0,3.5847993827160494,3,0.15384615384615385,2012Q2,0
3,560673,2012Q2,13,0.15384615384615385,0.15384615384615385,0.0,15.529753383190883,1,0.1,2012Q3,0
3,560673,2012Q3,10,0.1,0.1,0.0,31.067475694444443,4,0.0,2012Q4,0
3,560673,2012Q4,16,0.0,0.0,0.0,27.258935908564816,1,0.0,2013Q1,0
3,560673,2013Q1,9,0.0,0.0,0.0,20.81977366255144,3,0.0,2013Q2,0
3,560673,2013Q2,21,0.0,0.0,0.09523809523809523,26.680535714285714,1,0.0,2013Q3,0
3,560673,2013Q3,10,0.0,0.0,0.0,26.537728009259258,5,0.06666666666666667,2013Q4,0
3,560673,2013Q4,15,0.06666666666666667,0.0,0.06666666666666667,33.194969135802474,4,0.0,2014Q1,0
3,560673,2014Q1,15,0.0,0.0,0.0,23.452395833333334,9,0.125,2014Q2,0
3,560673,2014Q2,16,0.125,0.0,0.3125,45.1130150462963,0,0.0,2014Q3,0
3,560696,2010Q4,5,0.0,0.0,0.0,41.20255324074074,8,0.5,2011Q1,0
3,560696,2011Q1,10,0.5,0.0,0.0,66.86105902777777,2,0.8,2011Q2,0
3,560696,2011Q2,5,0.8,0.0,0.0,76.86779166666668,3,0.0,2011Q3,0
3,560696,2011Q3,6,0.0,0.0,0.0,32.63226273148148,5,0.2857142857142857,2011Q4,0
3,560696,2014Q1,5,0.6,0.0,0.2,73.40833333333333,7,0.4444444444444444,2014Q2,0
3,560696,2014Q4,17,0.11764705882352941,0.0,0.0,32.34618191721133,6,0.21052631578947367,2015Q1,0
3,560741,2013Q4,7,0.0,0.14285714285714285,0.14285714285714285,30.89899636243386,3,0.14285714285714285,2014Q1,0
3,560741,2014Q1,7,0.14285714285714285,0.14285714285714285,0.42857142857142855,61.67691633597883,5,0.6,2014Q2,0
3,560741,2014Q2,5,0.6,0.0,0.0,49.08031712962963,4,0.16666666666666666,2014Q3,0
3,560741,2014Q3,6,0.16666666666666666,0.0,0.16666666666666666,54.7044386574074,12,0.0,2014Q4,0
3,560741,2014Q4,14,0.0,0.0,0.07142857142857142,27.678205191798945,1,0.16666666666666666,2015Q1,0
3,560749,2011Q1,17,0.23529411764705882,0.11764705882352941,0.11764705882352941,31.8775,9,0.045454545454545456,2011Q2,0
3,560749,2011Q2,22,0.045454545454545456,0.0,0.09090909090909091,38.185012626262626,12,0.0,2011Q3,0
3,560749,2011Q3,9,0.0,0.0,0.0,14.31855066872428,10,0.2777777777777778,2011Q4,0
3,560749,2011Q4,18,0.2777777777777778,0.16666666666666666,0.1111111111111111,70.26063400205761,6,0.16666666666666666,2012Q1,0
3,560749,2012Q1,12,0.16666666666666666,0.0,0.08333333333333333,49.36143711419752,6,0.2,2012Q2,0
3,560749,2012Q2,10,0.2,0.3,0.0,69.88108680555555,9,0.1,2012Q3,0
3,560749,2012Q3,10,0.1,0.1,0.0,21.96737962962963,6,0.2727272727272727,2012Q4,0
3,560749,2012Q4,11,0.2727272727272727,0.18181818181818182,0.36363636363636365,155.54201178451177,7,0.36363636363636365,2013Q1,0
3,560749,2014Q3,9,0.2222222222222222,0.1111111111111111,0.3333333333333333,79.77673739711935,6,0.0,2014Q4,0
3,560749,2014Q4,9,0.0,0.0,0.1111111111111111,39.45522505144033,2,0.0,2015Q1,0
4,1550894,2011Q2,27,0.9629629629629629,0.9259259259259259,0.0,146.55530178326475,19,0.9473684210526315,2011Q3,1
4,1550894,2012Q2,24,0.9583333333333334,0.9583333333333334,0.0,130.65199459876544,12,0.875,2012Q3,1
4,1550894,2013Q4,12,1.0,0.9166666666666666,0.08333333333333333,170.85027295524694,9,1.0,2014Q1,1
4,1550894,2014Q1,8,1.0,1.0,0.125,248.19979166666667,7,0.9,2014Q2,1
4,1550894,2014Q2,10,0.9,0.8,0.1,107.59214814814814,10,0.3333333333333333,2014Q3,0
4,1550894,2014Q3,15,0.3333333333333333,0.13333333333333333,0.0,49.093892746913575,9,0.4666666666666667,2014Q4,0
4,1550894,2014Q4,15,0.4666666666666667,0.26666666666666666,0.0,62.760536265432094,6,0.36363636363636365,2015Q1,0
4,560752,2010Q4,10,0.0,0.1,0.0,32.523689814814816,17,0.5,2011Q1,0
4,560752,2011Q1,12,0.5,0.3333333333333333,0.0,90.8775250771605,14,0.42857142857142855,2011Q2,0
4,560752,2011Q2,7,0.42857142857142855,0.5714285714285714,0.2857142857142857,117.70204695767197,17,0.8,2011Q3,0
4,560752,2011Q3,5,0.8,0.6,0.0,91.16333564814815,19,0.5,2011Q4,0
4,560752,2011Q4,14,0.5,0.2857142857142857,0.0,105.22914599867725,15,0.6923076923076923,2012Q1,0
4,560752,2012Q1,13,0.6923076923076923,0.46153846153846156,0.15384615384615385,136.97882300569802,16,0.75,2012Q2,0
4,560752,2012Q2,8,0.75,0.625,0.25,210.906796875,14,0.5882352941176471,2012Q3,0
4,560752,2012Q3,17,0.5882352941176471,0.5294117647058824,0.29411764705882354,148.83064746732026,12,0.4,2012Q4,0
4,560752,2013Q2,24,0.7083333333333334,0.75,0.16666666666666666,170.22955150462963,17,0.6,2013Q3,0
4,560752,2013Q3,5,0.6,0.4,0.4,190.83223842592594,28,0.9411764705882353,2013Q4,1
4,560752,2013Q4,17,0.9411764705882353,0.9411764705882353,0.0,142.78515590958605,13,1.0,2014Q1,1
4,560752,2014Q1,7,1.0,1.0,0.5714285714285714,236.31089947089944,16,0.6666666666666666,2014Q2,0
4,560752,2014Q2,12,0.6666666666666666,0.8333333333333334,0.4166666666666667,172.31267650462962,16,0.36363636363636365,2014Q3,0
4,560752,2014Q3,11,0.36363636363636365,0.2727272727272727,0.09090909090909091,84.11182133838385,15,0.5294117647058824,2014Q4,0
4,560752,2014Q4,17,0.5294117647058824,0.23529411764705882,0.17647058823529413,124.04928376906318,15,0.2,2015Q1,0
4,560781,2011Q2,5,1.0,0.6,0.0,138.83119907407408,9,0.8,2011Q3,0
4,560781,2011Q3,5,0.8,0.4,0.0,105.06795370370371,7,0.5714285714285714,2011Q4,0
4,560781,2011Q4,7,0.5714285714285714,0.14285714285714285,0.14285714285714285,201.80421626984125,12,0.42857142857142855,2012Q1,0
4,560781,2012Q1,14,0.42857142857142855,0.6428571428571429,0.14285714285714285,66.29487847222222,17,0.8695652173913043,2012Q2,1
4,560781,2012Q2,23,0.8695652173913043,0.8260869565217391,0.043478260869565216,89.03178542673108,14,0.8235294117647058,2012Q3,0
4,560781,2012Q3,17,0.8235294117647058,0.7647058823529411,0.0,86.5574645969499,19,0.2857142857142857,2012Q4,0
4,560781,2012Q4,7,0.2857142857142857,0.2857142857142857,0.14285714285714285,44.00999669312169,42,0.1,2013Q1,0
4,560781,2013Q1,10,0.1,0.4,0.3,64.43360648148148,58,0.9682539682539683,2013Q2,1
4,560781,2013Q4,36,0.8055555555555556,0.7777777777777778,0.027777777777777776,102.74924897119341,47,0.875,2014Q1,1
4,560781,2014Q1,48,0.875,0.8958333333333334,0.020833333333333332,111.96640649112653,28,0.7941176470588235,2014Q2,0
4,560781,2014Q2,34,0.7941176470588235,0.8235294117647058,0.0,97.10573120915033,17,0.3888888888888889,2014Q3,0
4,560781,2014Q3,18,0.3888888888888889,0.3333333333333333,0.1111111111111111,53.40727430555555,13,0.32142857142857145,2014Q4,0
4,560781,2014Q4,28,0.32142857142857145,0.25,0.0,48.58169105489418,14,0.0,2015Q1,0
4,560821,2011Q2,10,1.0,1.0,0.2,84.20178472222223,14,0.9166666666666666,2011Q3,1
4,560821,2011Q3,12,0.9166666666666666,0.8333333333333334,0.0,77.10614486882716,14,1.0,2011Q4,1
4,560821,2011Q4,10,1.0,1.0,0.1,113.84822685185186,11,0.6,2012Q1,0
4,560821,2012Q1,5,0.6,0.4,0.6,161.25866203703703,12,0.8,2012Q2,0
4,560852,2011Q1,7,1.0,0.42857142857142855,0.0,73.62652943121692,20,0.8181818181818182,2011Q2,0
4,560852,2011Q2,11,0.8181818181818182,0.8181818181818182,0.09090909090909091,83.9170643939394,25,1.0,2011Q3,1
4,560852,2011Q3,21,1.0,1.0,0.0,113.111867835097,18,1.0,2011Q4,1
4,560852,2011Q4,8,1.0,1.0,0.0,85.13864438657407,30,1.0,2012Q1,1
4,560852,2012Q1,17,1.0,1.0,0.0,130.38329997276688,31,1.0,2012Q2,1
4,560852,2012Q2,23,1.0,0.9565217391304348,0.0,140.76707930756845,16,1.0,2012Q3,1
4,560852,2012Q3,8,1.0,1.0,0.0,112.12360387731482,12,0.625,2012Q4,0
4,560852,2013Q4,14,0.9285714285714286,0.9285714285714286,0.07142857142857142,155.37692542989416,15,1.0,2014Q1,1
4,560852,2014Q1,13,1.0,1.0,0.07692307692307693,211.5010033831909,8,0.8571428571428571,2014Q2,1
4,560852,2014Q2,7,0.8571428571428571,0.8571428571428571,0.0,105.51002314814816,7,0.16666666666666666,2014Q3,0
4,560852,2014Q3,6,0.16666666666666666,0.0,0.0,44.95804398148149,9,0.375,2014Q4,0
4,560852,2014Q4,16,0.375,0.3125,0.0625,93.77055772569445,5,0.2,2015Q1,0
5,1254625,2012Q2,5,0.8,0.8,0.0,79.79038888888888,12,0.9166666666666666,2012Q3,1
5,560429,2011Q1,11,0.9090909090909091,0.9090909090909091,0.09090909090909091,76.97288720538721,20,0.7894736842105263,2011Q2,0
5,560429,2011Q2,19,0.7894736842105263,0.7894736842105263,0.0,83.69168920565302,25,0.6818181818181818,2011Q3,0
5,560429,2011Q3,22,0.6818181818181818,1.0,0.13636363636363635,103.96811553030302,16,0.7692307692307693,2011Q4,0
5,560429,2011Q4,13,0.7692307692307693,0.9230769230769231,0.15384615384615385,99.61590099715099,11,0.5384615384615384,2012Q1,0
5,560429,2012Q1,13,0.5384615384615384,0.8461538461538461,0.23076923076923078,153.61984775641025,8,0.7,2012Q2,0
5,560429,2012Q2,10,0.7,0.8,0.1,65.91678240740741,8,0.8333333333333334,2012Q3,1
5,560429,2012Q3,6,0.8333333333333334,1.0,0.16666666666666666,105.76915316358026,16,0.7619047619047619,2012Q4,0
5,560429,2012Q4,21,0.7619047619047619,0.9047619047619048,0.09523809523809523,84.36140487213405,4,0.6,2013Q1,0
5,560429,2014Q3,15,0.9333333333333333,0.8666666666666667,0.06666666666666667,78.32642901234568,9,0.8333333333333334,2014Q4,1
5,560429,2014Q4,6,0.8333333333333334,0.8333333333333334,0.16666666666666666,60.58340663580247,15,0.5555555555555556,2015Q1,0
5,560598,2011Q4,5,0.8,0.8,0.8,272.763912037037,11,0.8571428571428571,2012Q1,1
5,560600,2011Q1,22,0.9090909090909091,0.7727272727272727,0.0,94.46907512626262,35,0.7407407407407407,2011Q2,0
5,560600,2011Q2,27,0.7407407407407407,0.7037037037037037,0.0,83.99807698902606,30,0.8695652173913043,2011Q3,1
5,560600,2011Q3,23,0.8695652173913043,0.8260869565217391,0.08695652173913043,113.26339673913044,26,0.8947368421052632,2011Q4,1
5,560600,2011Q4,19,0.8947368421052632,0.9473684210526315,0.0,90.54914839181286,34,0.7857142857142857,2012Q1,0
5,560600,2012Q1,28,0.7857142857142857,0.75,0.0,93.95742972883599,23,0.9444444444444444,2012Q2,1
5,560600,2012Q2,18,0.9444444444444444,0.8888888888888888,0.05555555555555555,113.23931327160494,14,0.875,2012Q3,1
5,560600,2012Q3,8,0.875,0.75,0.125,115.40629774305555,17,0.8125,2012Q4,0
5,560600,2012Q4,16,0.8125,0.875,0.1875,157.80861328125,12,0.7692307692307693,2013Q1,0
5,560600,2013Q1,13,0.7692307692307693,0.7692307692307693,0.07692307692307693,193.19794070512822,13,0.3157894736842105,2013Q2,0
5,560600,2013Q2,19,0.3157894736842105,0.6842105263157895,0.05263157894736842,57.126887183235866,9,0.375,2013Q3,0
5,560600,2013Q3,8,0.375,0.25,0.25,82.06708622685186,16,1.0,2013Q4,1
